Exercício: 2023
Período: 1o. bimestre
Escopo: Capitais
Anexo 03 - Demonstrativo da Receita Corrente Líquida
Tabela: Receita Corrente Líquida
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"RECEITAS CORRENTES (I)";"siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB";781983935,78
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB";268827201,57
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"IPTU";"siconfi-cor_IPTULiquidoExcetoTransferenciasEFUNDEB";149122846,84
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"ISS";"siconfi-cor_ISSLiquidoExcetoTransferenciasEFUNDEB";82253889,17
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"ITBI";"siconfi-cor_ITBILiquidoExcetoTransferenciasEFUNDEB";8944698,43
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"IRRF";"siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB";21198107,33
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_OutrasReceitasTributarias";7307659,8
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"Contribuições";"siconfi-cor_RREO3ReceitaDeContribuicoes";36077556,58
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"Receita Patrimonial";"siconfi-cor_RREO3ReceitaPatrimonial";39536590,67
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"Rendimentos de Aplicação Financeira";"siconfi-cor_RendimentosDeAplicacaoFinanceira";39480613,29
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";55977,38
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"Receita de Serviços";"siconfi-cor_RREO3ReceitaDeServicos";802442,51
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"Transferências Correntes";"siconfi-cor_RREO3TransferenciasCorrentes";430137308,2
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"Cota-Parte do FPM";"siconfi-cor_RREO3CotaParteDoFPM";60887828,32
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"Cota-Parte do ICMS";"siconfi-cor_RREO3CotaParteDoICMS";205789417,17
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"Cota-Parte do IPVA";"siconfi-cor_RREO3CotaParteDoIPVA";22575813,73
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"Cota-Parte do ITR";"siconfi-cor_RREO3CotaParteDoITR";17326,35
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"Transferências da LC nº 61/1989";"siconfi-cor_RREO3TransferenciasDaLC611989";580465,38
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"Transferências do FUNDEB";"siconfi-cor_RREO3TransferenciasDoFUNDEB";105436780,13
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"Outras Transferências Correntes";"siconfi-cor_RREO3OutrasTransferenciasCorrentes";34849677,12
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"Outras Receitas Correntes";"siconfi-cor_RREO3OutrasReceitasCorrentes";6602836,25
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"DEDUÇÕES (II)";"siconfi-cor_DeducoesDaReceitaCorrenteLiquida";95720820,85
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"Contrib. do Servidor para o Plano de Previdência";"siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia";13208779,05
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"Compensações Financ. entre Regimes Previdência";"siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia";7620,94
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"Rendimentos de Aplicações de Recursos Previdenciários";"siconfi-cor_RendimentosDeAplicacoesDeRecursosPrevidenciarios";24534250,8
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"Dedução de Receita para Formação do FUNDEB";"siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB";57970170,06
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"RECEITA CORRENTE LÍQUIDA (III) = (I - II)";"siconfi-cor_RREO3ReceitaCorrenteLiquida";686263114,93
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento";686263114,93
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-11>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (VII) = (V - VI)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal";686263114,93
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"RECEITAS CORRENTES (I)";"siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB";625427821,9
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB";149051907,67
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"IPTU";"siconfi-cor_IPTULiquidoExcetoTransferenciasEFUNDEB";21712901,46
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"ISS";"siconfi-cor_ISSLiquidoExcetoTransferenciasEFUNDEB";84230999,61
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"ITBI";"siconfi-cor_ITBILiquidoExcetoTransferenciasEFUNDEB";6850507,25
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"IRRF";"siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB";18684210,34
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_OutrasReceitasTributarias";17573289,01
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"Contribuições";"siconfi-cor_RREO3ReceitaDeContribuicoes";34940313,59
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"Receita Patrimonial";"siconfi-cor_RREO3ReceitaPatrimonial";14816467,35
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"Rendimentos de Aplicação Financeira";"siconfi-cor_RendimentosDeAplicacaoFinanceira";14368893,31
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";447574,04
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"Receita de Serviços";"siconfi-cor_RREO3ReceitaDeServicos";794464,43
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"Transferências Correntes";"siconfi-cor_RREO3TransferenciasCorrentes";409404556,36
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"Cota-Parte do FPM";"siconfi-cor_RREO3CotaParteDoFPM";72173636,95
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"Cota-Parte do ICMS";"siconfi-cor_RREO3CotaParteDoICMS";173833140,99
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"Cota-Parte do IPVA";"siconfi-cor_RREO3CotaParteDoIPVA";19271085,01
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"Cota-Parte do ITR";"siconfi-cor_RREO3CotaParteDoITR";28086,25
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"Transferências da LC nº 61/1989";"siconfi-cor_RREO3TransferenciasDaLC611989";527783,00
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"Transferências do FUNDEB";"siconfi-cor_RREO3TransferenciasDoFUNDEB";104139905,48
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"Outras Transferências Correntes";"siconfi-cor_RREO3OutrasTransferenciasCorrentes";39430918,68
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"Outras Receitas Correntes";"siconfi-cor_RREO3OutrasReceitasCorrentes";16420112,5
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"DEDUÇÕES (II)";"siconfi-cor_DeducoesDaReceitaCorrenteLiquida";67121534,65
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"Contrib. do Servidor para o Plano de Previdência";"siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia";13421321,53
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"Compensações Financ. entre Regimes Previdência";"siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia";7620,94
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"Rendimentos de Aplicações de Recursos Previdenciários";"siconfi-cor_RendimentosDeAplicacoesDeRecursosPrevidenciarios";525845,87
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"Dedução de Receita para Formação do FUNDEB";"siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB";53166746,31
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"RECEITA CORRENTE LÍQUIDA (III) = (I - II)";"siconfi-cor_RREO3ReceitaCorrenteLiquida";558306287,25
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento";558306287,25
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-10>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (VII) = (V - VI)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal";558306287,25
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"RECEITAS CORRENTES (I)";"siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB";690001033,96
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB";144944583,79
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"IPTU";"siconfi-cor_IPTULiquidoExcetoTransferenciasEFUNDEB";21130811,48
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"ISS";"siconfi-cor_ISSLiquidoExcetoTransferenciasEFUNDEB";88475538,03
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"ITBI";"siconfi-cor_ITBILiquidoExcetoTransferenciasEFUNDEB";7974316,08
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"IRRF";"siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB";22662936,36
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_OutrasReceitasTributarias";4700981,84
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"Contribuições";"siconfi-cor_RREO3ReceitaDeContribuicoes";33622947,43
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"Receita Patrimonial";"siconfi-cor_RREO3ReceitaPatrimonial";40678552,25
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"Rendimentos de Aplicação Financeira";"siconfi-cor_RendimentosDeAplicacaoFinanceira";40583660,83
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";94891,42
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"Receita de Serviços";"siconfi-cor_RREO3ReceitaDeServicos";771131,99
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"Transferências Correntes";"siconfi-cor_RREO3TransferenciasCorrentes";462922182,8
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"Cota-Parte do FPM";"siconfi-cor_RREO3CotaParteDoFPM";80285968,75
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"Cota-Parte do ICMS";"siconfi-cor_RREO3CotaParteDoICMS";180724396,62
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"Cota-Parte do IPVA";"siconfi-cor_RREO3CotaParteDoIPVA";23683198,49
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"Cota-Parte do ITR";"siconfi-cor_RREO3CotaParteDoITR";4482,06
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"Transferências da LC nº 61/1989";"siconfi-cor_RREO3TransferenciasDaLC611989";363069,83
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"Transferências do FUNDEB";"siconfi-cor_RREO3TransferenciasDoFUNDEB";118444941,78
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"Outras Transferências Correntes";"siconfi-cor_RREO3OutrasTransferenciasCorrentes";59416125,27
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"Outras Receitas Correntes";"siconfi-cor_RREO3OutrasReceitasCorrentes";7061635,7
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"DEDUÇÕES (II)";"siconfi-cor_DeducoesDaReceitaCorrenteLiquida";88812143,24
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"Contrib. do Servidor para o Plano de Previdência";"siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia";13593775,82
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"Compensações Financ. entre Regimes Previdência";"siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia";7620,94
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"Rendimentos de Aplicações de Recursos Previdenciários";"siconfi-cor_RendimentosDeAplicacoesDeRecursosPrevidenciarios";18198523,5
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"Dedução de Receita para Formação do FUNDEB";"siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB";57012222,98
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"RECEITA CORRENTE LÍQUIDA (III) = (I - II)";"siconfi-cor_RREO3ReceitaCorrenteLiquida";601188890,72
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento";601188890,72
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-9>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (VII) = (V - VI)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal";601188890,72
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-8>";"RECEITAS CORRENTES (I)";"siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB";645896250,59
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-8>";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB";144021890,29
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-8>";"IPTU";"siconfi-cor_IPTULiquidoExcetoTransferenciasEFUNDEB";20224597,25
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-8>";"ISS";"siconfi-cor_ISSLiquidoExcetoTransferenciasEFUNDEB";88955882,85
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-8>";"ITBI";"siconfi-cor_ITBILiquidoExcetoTransferenciasEFUNDEB";6739469,21
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-8>";"IRRF";"siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB";23026682,61
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-8>";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_OutrasReceitasTributarias";5075258,37
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-8>";"Contribuições";"siconfi-cor_RREO3ReceitaDeContribuicoes";30626328,18
Prefeitura Municipal de Manaus - AM;1302603;AM;2255903;"<MR-8>";"Receita Patrimonial";"siconfi-cor_RREO3ReceitaPatrimonial";17676795,76
