Exercício: 2021
Período: 1o. bimestre
Escopo: Capitais
Anexo 03 - Demonstrativo da Receita Corrente Líquida
Tabela: Receita Corrente Líquida
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-11>";"RECEITAS CORRENTES (I)";"siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB";536097466,92
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-11>";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB";190622873,82
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-11>";"IPTU";"siconfi-cor_IPTULiquidoExcetoTransferenciasEFUNDEB";41124737,34
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-11>";"ISS";"siconfi-cor_ISSLiquidoExcetoTransferenciasEFUNDEB";81421177,94
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-11>";"ITBI";"siconfi-cor_ITBILiquidoExcetoTransferenciasEFUNDEB";16369528,96
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-11>";"IRRF";"siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB";34280295,41
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-11>";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_OutrasReceitasTributarias";17427134,17
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-11>";"Contribuições";"siconfi-cor_RREO3ReceitaDeContribuicoes";27499483,51
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-11>";"Receita Patrimonial";"siconfi-cor_RREO3ReceitaPatrimonial";4704276,23
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-11>";"Rendimentos de Aplicação Financeira";"siconfi-cor_RendimentosDeAplicacaoFinanceira";2307908,39
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-11>";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";2396367,84
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-11>";"Receita de Serviços";"siconfi-cor_RREO3ReceitaDeServicos";55829521,55
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-11>";"Transferências Correntes";"siconfi-cor_RREO3TransferenciasCorrentes";237910984,69
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-11>";"Cota-Parte do FPM";"siconfi-cor_RREO3CotaParteDoFPM";20432671,72
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-11>";"Cota-Parte do ICMS";"siconfi-cor_RREO3CotaParteDoICMS";70531832,07
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-11>";"Cota-Parte do IPVA";"siconfi-cor_RREO3CotaParteDoIPVA";22252752,28
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-11>";"Cota-Parte do ITR";"siconfi-cor_RREO3CotaParteDoITR";13341,99
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-11>";"Transferências da LC nº 61/1989";"siconfi-cor_RREO3TransferenciasDaLC611989";749694,5
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-11>";"Transferências do FUNDEB";"siconfi-cor_RREO3TransferenciasDoFUNDEB";32016878,42
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-11>";"Outras Transferências Correntes";"siconfi-cor_RREO3OutrasTransferenciasCorrentes";91913813,71
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-11>";"Outras Receitas Correntes";"siconfi-cor_RREO3OutrasReceitasCorrentes";19530327,12
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-11>";"DEDUÇÕES (II)";"siconfi-cor_DeducoesDaReceitaCorrenteLiquida";46405856,76
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-11>";"Contrib. do Servidor para o Plano de Previdência";"siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia";22488133,96
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-11>";"Compensações Financ. entre Regimes Previdência";"siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia";1121664,36
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-11>";"Dedução de Receita para Formação do FUNDEB";"siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB";22796058,44
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-11>";"RECEITA CORRENTE LÍQUIDA (III) = (I - II)";"siconfi-cor_RREO3ReceitaCorrenteLiquida";489691610,16
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-11>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento";489691610,16
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-11>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (VII) = (V - VI)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal";489691610,16
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-10>";"RECEITAS CORRENTES (I)";"siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB";549487591,65
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-10>";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB";145095553,48
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-10>";"IPTU";"siconfi-cor_IPTULiquidoExcetoTransferenciasEFUNDEB";26586290,96
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-10>";"ISS";"siconfi-cor_ISSLiquidoExcetoTransferenciasEFUNDEB";71224004,29
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-10>";"ITBI";"siconfi-cor_ITBILiquidoExcetoTransferenciasEFUNDEB";11772355,32
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-10>";"IRRF";"siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB";25173865,63
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-10>";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_OutrasReceitasTributarias";10339037,28
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-10>";"Contribuições";"siconfi-cor_RREO3ReceitaDeContribuicoes";26205604,64
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-10>";"Receita Patrimonial";"siconfi-cor_RREO3ReceitaPatrimonial";11378348,82
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-10>";"Rendimentos de Aplicação Financeira";"siconfi-cor_RendimentosDeAplicacaoFinanceira";4069580,97
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-10>";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";7308767,85
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-10>";"Receita de Serviços";"siconfi-cor_RREO3ReceitaDeServicos";58179290,23
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-10>";"Transferências Correntes";"siconfi-cor_RREO3TransferenciasCorrentes";297321174,91
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-10>";"Cota-Parte do FPM";"siconfi-cor_RREO3CotaParteDoFPM";20028541,58
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-10>";"Cota-Parte do ICMS";"siconfi-cor_RREO3CotaParteDoICMS";38414492,36
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-10>";"Cota-Parte do IPVA";"siconfi-cor_RREO3CotaParteDoIPVA";52076681,73
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-10>";"Cota-Parte do ITR";"siconfi-cor_RREO3CotaParteDoITR";164,53
Prefeitura Municipal de Porto Alegre - RS;4314902;RS;1488252;"<MR-10>";"Transferências da LC nº 61/1989";"siconfi-cor_RREO3TransferenciasDaLC611989";692049,83
